LRMC,team_index,LRMC_rank,index,name,ngames
0.00922353373988021,206,1.0,206,Notre Dame,33
0.008711142986049168,302,2.0,302,UConn,33
0.008415636635465046,21,3.0,21,Baylor,32
0.008170649746036976,169,4.0,169,Mississippi St.,32
0.00749653442959781,216,5.0,216,Oregon,32
0.007420803122003176,155,6.0,155,Marquette,33
0.0069620925049366095,148,7.0,148,Louisville,32
0.006462786226713993,276,8.0,276,Stanford,32
0.00634732781948543,124,9.0,124,Iowa St.,33
0.0058062855952492175,217,10.0,217,Oregon St.,31
0.005503149801550317,123,11.0,123,Iowa,32
0.005410466064450788,133,12.0,133,Kentucky,31
0.005399804663807095,279,13.0,279,Syracuse,32
0.005335929877240861,157,14.0,157,Maryland,32
0.005232959354534752,44,15.0,44,Central Mich.,32
0.005193676950002797,301,16.0,301,UCLA,32
0.005175622410824844,64,17.0,64,DePaul,33
0.0051711323369843815,264,18.0,264,South Dakota St.,32
0.005112645220173618,261,19.0,261,South Carolina,30
0.0050695733556223805,182,20.0,182,NC State,31
0.0050485837816422645,162,21.0,162,Miami (FL),32
0.005033944274878638,286,22.0,286,Texas A&M,31
0.0049849652124659746,12,23.0,12,Arizona St.,30
0.004947653725250029,100,24.0,100,Gonzaga,32
0.004935846898086383,171,25.0,171,Missouri,33
0.0049321568030737785,285,26.0,285,Texas,32
0.004729033252075514,69,27.0,69,Drake,32
0.0046780982380893715,164,28.0,164,Michigan,32
0.004597508538534516,334,29.0,334,West Virginia,30
0.004581756053126156,88,30.0,88,Florida St.,31
0.004531892135729217,194,31.0,194,North Carolina,32
0.00453068742441835,39,32.0,39,California,31
0.00451233401943779,14,33.0,14,Arkansas,34
0.004426001608918419,263,34.0,263,South Dakota,31
0.0043867921258370895,282,35.0,282,Tennessee,31
0.004372125988080622,229,36.0,229,Purdue,34
0.004363042270691501,165,37.0,165,Michigan St.,31
0.004356112106786965,33,38.0,33,Buffalo,31
0.004345224687099283,130,39.0,130,Kansas St.,32
0.0043182296594687485,238,40.0,238,Rutgers,31
0.004306902073878944,22,41.0,22,Belmont,32
0.004292423295248211,11,42.0,11,Arizona,31
0.004288745510509067,120,43.0,120,Indiana,32
0.004244708179581357,204,44.0,204,Northwestern,30
0.004227085087368437,265,45.0,265,South Fla.,33
0.004211553214284427,17,46.0,17,Auburn,30
0.004199931837338194,319,47.0,319,Utah,30
0.004184307165947765,208,48.0,208,Ohio,31
0.004139907378771034,168,49.0,168,Minnesota,30
0.004100020228279371,103,50.0,103,Green Bay,30
0.0040841488296412196,328,51.0,328,Virginia Tech,31
0.00405696783472412,50,52.0,50,Clemson,31
0.004056151519050319,300,53.0,300,UCF,32
0.004044113990323034,172,54.0,172,Missouri St.,32
0.004037608403615651,268,55.0,268,Southern California,30
0.004023449012594725,280,56.0,280,TCU,30
0.0040115261663195255,135,57.0,135,LSU,29
0.003962139590801996,34,58.0,34,Butler,30
0.003952220083437848,97,59.0,97,Georgia,30
0.00394741846877891,71,60.0,71,Duke,30
0.0039454718049585225,96,61.0,96,Georgetown,31
0.003936194450535106,128,62.0,128,James Madison,30
0.003934407611935381,32,63.0,32,Bucknell,33
0.003898518082229064,99,64.0,99,Georgia Tech,30
0.00389114086922715,234,65.0,234,Rice,31
0.003884958350950131,185,66.0,185,Nebraska,30
0.0038577955470626628,344,67.0,344,Wright St.,32
0.0038426707666287135,275,68.0,275,St. John's (NY),31
0.0038319493862651282,231,69.0,231,Quinnipiac,32
0.0038231392530774693,188,70.0,188,New Mexico,30
0.0038139543473291963,247,71.0,247,Saint Mary's (CA),31
0.0037637795949559748,49,72.0,49,Cincinnati,31
0.003736980231646997,296,73.0,296,UC Davis,30
0.0036760537930987662,326,74.0,326,Villanova,30
0.0036611301524747397,19,75.0,19,BYU,30
0.0036468966096073682,211,76.0,211,Oklahoma St.,30
0.0036326982594188967,166,77.0,166,Middle Tenn.,32
0.0036077303900986972,129,78.0,129,Kansas,31
0.0035788969522537544,60,79.0,60,Creighton,31
0.0035703725291273787,342,80.0,342,Wisconsin,33
0.003544943808235315,209,81.0,209,Ohio St.,28
0.00352968253690202,289,82.0,289,Texas Tech,31
0.0035004737481676815,89,83.0,89,Fordham,33
0.003487682572563483,63,84.0,63,Dayton,30
0.0034714717326964494,163,85.0,163,Miami (OH),30
0.00346448862060519,81,86.0,81,FGCU,28
