LRMC,team_index,LRMC_rank,index,name,ngames
0.00907859501449432,302,1.0,302,UConn,33
0.00880667459701276,206,2.0,206,Notre Dame,33
0.008219264683114806,216,3.0,216,Oregon,32
0.00811665869779123,169,4.0,169,Mississippi St.,32
0.008035041387852033,21,5.0,21,Baylor,32
0.007336778287638431,155,6.0,155,Marquette,33
0.006938060169676085,148,7.0,148,Louisville,32
0.006630768040899009,276,8.0,276,Stanford,32
0.006069341166914025,124,9.0,124,Iowa St.,33
0.005652867790054196,123,10.0,123,Iowa,32
0.005600994342319885,217,11.0,217,Oregon St.,31
0.005500656935895594,301,12.0,301,UCLA,32
0.0054990165247287524,157,13.0,157,Maryland,32
0.005484530279857594,133,14.0,133,Kentucky,31
0.005433022424491741,279,15.0,279,Syracuse,32
0.005252755938928439,264,16.0,264,South Dakota St.,32
0.005155468714360896,12,17.0,12,Arizona St.,30
0.005102110265031384,162,18.0,162,Miami (FL),32
0.005090324941785197,171,19.0,171,Missouri,33
0.005071511623023862,44,20.0,44,Central Mich.,32
0.005055838583335714,64,21.0,64,DePaul,33
0.005025075526836921,182,22.0,182,NC State,31
0.004953384980265774,261,23.0,261,South Carolina,30
0.004790659604362244,194,24.0,194,North Carolina,32
0.004771931034565869,285,25.0,285,Texas,32
0.004765557298775545,286,26.0,286,Texas A&M,31
0.0047560888498888645,39,27.0,39,California,31
0.004733068294610136,22,28.0,22,Belmont,32
0.004723463230902125,100,29.0,100,Gonzaga,32
0.004696081614757683,319,30.0,319,Utah,30
0.004683052240020472,88,31.0,88,Florida St.,31
0.00463982310061143,164,32.0,164,Michigan,32
0.0045736376939554966,165,33.0,165,Michigan St.,31
0.004561008161768841,14,34.0,14,Arkansas,34
0.004547810716843733,263,35.0,263,South Dakota,31
0.004512304612884091,334,36.0,334,West Virginia,30
0.004430640403439302,69,37.0,69,Drake,32
0.004358118308420387,229,38.0,229,Purdue,34
0.004307944194289441,238,39.0,238,Rutgers,31
0.004286093906232242,185,40.0,185,Nebraska,30
0.004275444857423162,17,41.0,17,Auburn,30
0.004266349381503192,33,42.0,33,Buffalo,31
0.004237551873365733,120,43.0,120,Indiana,32
0.004233135242778077,282,44.0,282,Tennessee,31
0.0042177846081697815,265,45.0,265,South Fla.,33
0.004200766176707705,208,46.0,208,Ohio,31
0.004171026675606435,172,47.0,172,Missouri St.,32
0.004162507604146879,328,48.0,328,Virginia Tech,31
0.004151583953415631,204,49.0,204,Northwestern,30
0.004066197593234392,268,50.0,268,Southern California,30
0.004053112818627697,11,51.0,11,Arizona,31
0.0040505685928721655,34,52.0,34,Butler,30
0.003974598555779384,130,53.0,130,Kansas St.,32
0.003970063182640067,168,54.0,168,Minnesota,30
0.00395869774536803,275,55.0,275,St. John's (NY),31
0.003956848097175863,300,56.0,300,UCF,32
0.003951483441844995,247,57.0,247,Saint Mary's (CA),31
0.003938079961198738,135,58.0,135,LSU,29
0.0039379625776624115,280,59.0,280,TCU,30
0.0039292875814897,32,60.0,32,Bucknell,33
0.003929198317534235,234,61.0,234,Rice,31
0.003917719790024159,97,62.0,97,Georgia,30
0.003898419607036062,71,63.0,71,Duke,30
0.0038865525083192107,128,64.0,128,James Madison,30
