LRMC,team_index,LRMC_rank,index,name,ngames
0.009164446742038068,206,1.0,206,Notre Dame,33
0.008968751880905497,21,2.0,21,Baylor,32
0.008910838246606052,302,3.0,302,UConn,33
0.008306922447233536,169,4.0,169,Mississippi St.,32
0.007703553759492885,216,5.0,216,Oregon,32
0.007393530978994022,155,6.0,155,Marquette,33
0.006882338862966655,276,7.0,276,Stanford,32
0.006789439253622794,148,8.0,148,Louisville,32
0.006721584844113878,124,9.0,124,Iowa St.,33
0.005668867335024273,217,10.0,217,Oregon St.,31
0.005410719005319683,171,11.0,171,Missouri,33
0.005409270561990077,123,12.0,123,Iowa,32
0.005397521399466967,44,13.0,44,Central Mich.,32
0.005381294298298643,12,14.0,12,Arizona St.,30
0.005347401637904808,301,15.0,301,UCLA,32
0.00533463201641915,261,16.0,261,South Carolina,30
0.005317248704323079,182,17.0,182,NC State,31
0.005301740647105951,64,18.0,64,DePaul,33
0.005264180441372579,157,19.0,157,Maryland,32
0.005233265743947816,264,20.0,264,South Dakota St.,32
0.00517262328445477,133,21.0,133,Kentucky,31
0.005034703852190171,285,22.0,285,Texas,32
0.004906429776967667,279,23.0,279,Syracuse,32
0.004813776202776567,100,24.0,100,Gonzaga,32
0.004776683470381992,263,25.0,263,South Dakota,31
0.004750655261662548,319,26.0,319,Utah,30
0.004712994188427101,162,27.0,162,Miami (FL),32
0.004665980194746966,194,28.0,194,North Carolina,32
0.004656585404662364,69,29.0,69,Drake,32
0.004618733231108707,334,30.0,334,West Virginia,30
0.004611957242587168,39,31.0,39,California,31
0.004584698126635252,130,32.0,130,Kansas St.,32
0.004562716339237105,88,33.0,88,Florida St.,31
0.004542120174486252,22,34.0,22,Belmont,32
0.004530703847722051,14,35.0,14,Arkansas,34
0.004503755649041054,268,36.0,268,Southern California,30
0.004500025585793111,286,37.0,286,Texas A&M,31
0.004467892709228909,17,38.0,17,Auburn,30
0.004438625078711966,165,39.0,165,Michigan St.,31
0.00442514554617927,282,40.0,282,Tennessee,31
0.00442345775257111,238,41.0,238,Rutgers,31
0.0044067712250947105,33,42.0,33,Buffalo,31
0.0043644173592183545,164,43.0,164,Michigan,32
0.004261653071771929,229,44.0,229,Purdue,34
0.004247654621970224,11,45.0,11,Arizona,31
0.004229513994582363,280,46.0,280,TCU,30
0.0041322410137248165,328,47.0,328,Virginia Tech,31
0.004127977176646145,265,48.0,265,South Fla.,33
0.004117910281594229,120,49.0,120,Indiana,32
0.0040942706188585335,208,50.0,208,Ohio,31
0.004091457751511198,300,51.0,300,UCF,32
0.004072496540591667,275,52.0,275,St. John's (NY),31
0.004039755888324848,247,53.0,247,Saint Mary's (CA),31
0.004038047289158163,204,54.0,204,Northwestern,30
0.0040271167746716114,97,55.0,97,Georgia,30
0.004023648108819097,185,56.0,185,Nebraska,30
0.0040236242840828605,168,57.0,168,Minnesota,30
0.003958152693477933,135,58.0,135,LSU,29
0.003953242317211436,231,59.0,231,Quinnipiac,32
