LRMC,team_index,LRMC_rank,index,name,ngames
0.009568988685910506,208,1.0,208,Notre Dame,33
0.009288485957398195,304,2.0,304,UConn,33
0.008973726831448738,21,3.0,21,Baylor,32
0.008583246373524926,170,4.0,170,Mississippi St.,32
0.00818828164168947,218,5.0,218,Oregon,32
0.007324567461199992,156,6.0,156,Marquette,33
0.0069773764392501774,149,7.0,149,Louisville,32
0.006647676465873075,278,8.0,278,Stanford,32
0.006466229237967262,125,9.0,125,Iowa St.,33
0.006003501425146119,219,10.0,219,Oregon St.,31
0.0058105889780171735,124,11.0,124,Iowa,32
0.0055849468804271465,158,12.0,158,Maryland,32
0.0053835815489498735,303,13.0,303,UCLA,32
0.005347274656190207,12,14.0,12,Arizona St.,30
0.005316677937684448,281,15.0,281,Syracuse,32
0.005274242922151645,65,16.0,65,DePaul,33
0.005263585329948988,266,17.0,266,South Dakota St.,32
0.005212662066718627,101,18.0,101,Gonzaga,32
0.00517946440785247,45,19.0,45,Central Mich.,32
0.0051566103430621,163,20.0,163,Miami (FL),32
0.005131158267603258,263,21.0,263,South Carolina,30
0.005101420954778313,134,22.0,134,Kentucky,31
0.005097023178873092,172,23.0,172,Missouri,33
0.005083321078627061,287,24.0,287,Texas,32
0.004958428945504359,183,25.0,183,NC State,31
0.0049217242195450294,70,26.0,70,Drake,32
0.004729725695474987,39,27.0,39,California,31
0.004671346785088351,288,28.0,288,Texas A&M,31
0.004664846579102605,336,29.0,336,West Virginia,30
0.00466103470411308,166,30.0,166,Michigan St.,31
0.004625106925212961,265,31.0,265,South Dakota,31
0.004614018253000723,321,32.0,321,Utah,30
0.004609067774905032,196,33.0,196,North Carolina,32
0.004591319256040521,165,34.0,165,Michigan,32
0.004563570785761427,33,35.0,33,Buffalo,32
0.0045248124316679865,89,36.0,89,Florida St.,31
0.004503692598844073,121,37.0,121,Indiana,32
0.004460028354420187,284,38.0,284,Tennessee,31
0.00445063887559142,11,39.0,11,Arizona,31
0.004401119008434093,14,40.0,14,Arkansas,34
0.004385606425106558,240,41.0,240,Rutgers,31
0.004343452936531795,17,42.0,17,Auburn,30
0.004283209705584239,270,43.0,270,Southern California,30
0.004259902908690479,231,44.0,231,Purdue,34
0.004253572756141022,131,45.0,131,Kansas St.,32
0.004230962433242029,330,46.0,330,Virginia Tech,31
0.004217137314525302,22,47.0,22,Belmont,32
0.004179451845467667,210,48.0,210,Ohio,32
0.004176545015672062,302,49.0,302,UCF,32
0.004162207510422847,282,50.0,282,TCU,30
0.00415342437459124,169,51.0,169,Minnesota,30
0.004142480259905962,206,52.0,206,Northwestern,30
0.004136359839563107,267,53.0,267,South Fla.,33
0.0040784483742976,173,54.0,173,Missouri St.,32
0.004075682460256737,98,55.0,98,Georgia,30
0.00407290128279853,186,56.0,186,Nebraska,30
0.004000608810144968,32,57.0,32,Bucknell,33
0.003992649449961637,249,58.0,249,Saint Mary's (CA),31
0.003937734414502269,51,59.0,51,Clemson,31
0.003929151709827497,34,60.0,34,Butler,30
0.003914301046675268,100,61.0,100,Georgia Tech,30
0.003899219279681435,277,62.0,277,St. John's (NY),31
0.0038971285536484285,72,63.0,72,Duke,30
0.003865464193986844,136,64.0,136,LSU,29
0.0038635140597467303,129,65.0,129,James Madison,30
0.0038524155829472587,236,66.0,236,Rice,31
0.003843506171598046,19,67.0,19,BYU,31
0.003838778777477564,104,68.0,104,Green Bay,30
0.0038049577581884915,233,69.0,233,Quinnipiac,32
0.0037673988523064983,298,70.0,298,UC Davis,30
0.0037646427522472843,328,71.0,328,Villanova,30
0.0037534142393305494,61,72.0,61,Creighton,31
0.003711832078146495,189,73.0,189,New Mexico,30
0.0037069360986903242,25,74.0,25,Boise St.,30
0.003699968414436252,97,75.0,97,Georgetown,31
0.0036839538756748536,50,76.0,50,Cincinnati,31
0.0036740923914309674,82,77.0,82,FGCU,30
0.003634970190163186,213,78.0,213,Oklahoma St.,30
